date,open,high,low,close,volume
2017-06-16,83.437821,84.156081,82.759465,83.038788,53191074
2017-06-19,83.477725,84.994050,83.118595,84.435404,54663330
2017-06-20,84.994050,85.951730,83.477725,84.116177,53216817
2017-06-21,84.954147,85.193567,83.158498,85.033954,50786321
2017-06-22,84.794534,92.695389,84.595017,90.700224,152388802
2017-06-23,90.221384,92.096839,88.904575,91.897323,94120881
2017-06-26,92.096839,95.408814,91.737710,91.937226,88995783
2017-06-27,91.538193,98.082336,90.700224,97.204463,107584636
2017-06-28,96.206880,97.683303,94.969878,94.969878,73712967
2017-06-29,95.767944,97.124657,94.451135,96.366494,59421356
2017-06-30,95.767944,96.486204,94.570845,95.408814,40698820
2017-07-03,94.969878,94.969878,93.094422,93.852585,41623871
2017-07-04,93.812682,94.171812,91.059353,91.777613,57363680
2017-07-05,91.697806,95.967461,91.179063,95.368911,78399696
2017-07-06,94.610748,96.326590,93.373745,95.608331,62433300
2017-07-07,94.969878,95.368911,91.977130,92.815099,63217985
2017-07-10,93.054519,94.092005,91.977130,92.815099,37203437
2017-07-11,92.695389,97.284270,92.416066,96.087170,73038307
2017-07-12,96.166977,100.037598,95.568427,97.124657,85800391
2017-07-13,97.124657,99.957792,96.605914,99.359242,55940416
2017-07-14,99.718372,101.394311,98.720789,100.476535,50806029
2017-07-17,100.157308,102.351990,98.720789,100.197211,70928750
2017-07-18,99.359242,99.997695,95.927557,97.842916,64534655
2017-07-19,97.523690,101.234697,97.364076,100.636148,63077091
2017-07-20,100.157308,100.755858,98.960209,100.556341,51433744
2017-07-21,100.077501,101.194794,98.321756,98.720789,32764747
2017-07-24,98.840499,102.790927,98.441466,102.591410,62592201
2017-07-25,102.950540,104.706285,101.354407,101.873150,74394506
2017-07-26,101.833247,103.908219,100.396728,101.593827,46334311
2017-07-27,101.673634,104.426962,101.354407,103.349573,43453232
2017-07-28,102.830830,103.748606,101.753440,102.870733,28036197
2017-07-31,102.312087,103.549089,101.274601,102.032764,34195965
2017-08-01,102.072667,104.347156,101.154891,104.307252,47806569
2017-08-02,104.227446,108.058163,103.828413,106.222611,60628359
2017-08-03,105.823578,106.382224,103.110153,103.309670,51028609
2017-08-04,103.229863,104.147639,101.035181,101.833247,48927096
2017-08-07,101.354407,104.147639,101.354407,103.668799,30913583
2017-08-08,103.349573,103.988026,102.391893,103.150056,22046346
2017-08-09,102.870733,104.067832,101.793344,101.913054,29248590
2017-08-10,101.633731,102.711120,99.678468,100.316921,46465133
2017-08-11,99.638565,100.795761,97.523690,97.723206,52173238
2017-08-14,98.162143,99.279435,96.765527,98.960209,53594772
2017-08-15,98.960209,103.189960,98.880402,101.873150,53690010
2017-08-16,101.394311,101.633731,99.838082,100.436631,29782847
2017-08-17,100.516438,100.955374,99.159725,99.997695,32146044
2017-08-18,99.399145,102.112570,98.960209,101.434214,39734426
2017-08-21,101.434214,101.833247,99.957792,100.955374,31525364
2017-08-22,101.434214,103.469283,100.476535,103.309670,50287937
2017-08-23,103.668799,107.060581,103.070250,105.823578,60736801
2017-08-24,105.743771,107.100484,104.586576,106.501934,46161550
2017-08-25,106.940871,110.053329,106.940871,109.853812,66092014
2017-08-28,110.053329,111.330235,107.778840,108.696616,54746121
2017-08-29,108.776423,109.574489,107.978357,108.297583,32870241
2017-08-30,109.295166,111.569655,107.619227,108.377390,47205569
2017-08-31,108.377390,108.856230,105.384642,106.741354,59081038
2017-09-01,106.701451,108.457197,105.863481,106.781258,47974643
2017-09-04,105.903385,107.699034,105.424545,107.579324,35631693
2017-09-05,107.339904,109.215359,106.701451,109.095650,40573290
2017-09-06,108.856230,108.856230,106.861064,107.260097,32948666
2017-09-07,107.339904,107.339904,104.985609,105.145222,46675659
2017-09-08,105.185125,106.142805,104.905802,105.264932,29097213
2017-09-11,106.142805,107.300001,104.227446,104.466866,46759279
2017-09-12,104.865899,105.703868,103.588993,105.504352,42620226
2017-09-13,105.504352,105.663965,103.948123,104.426962,32866866
2017-09-14,104.466866,104.746189,102.351990,103.189960,47223452
2017-09-15,102.751023,104.067832,102.112570,103.628896,32786267
2017-09-18,103.628896,104.147639,102.511603,102.790927,51107728
2017-09-19,102.910636,104.746189,102.511603,104.426962,47274118
2017-09-20,104.187542,105.025512,103.030346,103.309670,51785947
2017-09-21,103.549089,104.905802,103.150056,103.988026,40927253
2017-09-22,103.349573,104.865899,103.070250,103.549089,28030992
2017-09-25,103.189960,104.227446,102.551507,102.990443,32006496
2017-09-26,102.591410,103.349573,102.312087,102.591410,22468076
2017-09-27,102.431797,102.751023,101.035181,101.354407,33779155
2017-09-28,101.673634,101.713537,100.237115,100.556341,34723219
2017-09-29,100.556341,102.870733,100.277018,101.952957,47164183
2017-10-09,106.940871,107.699034,103.309670,104.067832,100296537
2017-10-10,103.948123,105.943288,101.434214,104.227446,105250662
2017-10-11,103.948123,104.746189,103.389476,103.908219,48399977
2017-10-12,104.307252,105.943288,103.908219,105.225028,47842207
2017-10-13,105.225028,105.943288,104.387059,104.546672,32734325
2017-10-16,104.905802,107.539420,104.546672,107.220194,70703152
2017-10-17,106.541838,109.055746,106.462031,107.858647,58293941
2017-10-18,107.978357,108.896133,107.379807,108.177873,38327777
2017-10-19,108.377390,108.936036,107.419711,108.137970,40809614
2017-10-20,107.579324,108.018260,106.541838,106.821161,28130262
2017-10-23,106.821161,107.300001,105.624062,105.743771,34731342
2017-10-24,105.823578,107.060581,105.384642,106.222611,37077931
2017-10-25,106.023095,107.300001,105.344738,106.940871,33931969
2017-10-26,106.382224,108.537003,105.424545,105.943288,68850233
2017-10-27,106.462031,112.287914,106.462031,112.128301,122858298
2017-10-30,111.130718,111.968688,109.774006,110.891298,103998076
2017-10-31,109.734103,110.133136,107.379807,108.137970,62417334
2017-11-01,108.177873,108.457197,106.342321,107.339904,69513733
2017-11-02,106.940871,107.818744,106.541838,107.778840,36239453
2017-11-03,107.659130,108.377390,106.182708,107.978357,68086907
2017-11-06,107.339904,107.499517,104.825995,106.182708,69959123
2017-11-07,106.142805,108.776423,105.863481,107.858647,73061456
2017-11-08,107.738937,109.454779,106.940871,108.098067,72048087
2017-11-09,107.699034,109.614393,107.100484,108.018260,35153936
2017-11-10,107.379807,108.616810,106.102901,108.018260,70010839
2017-11-13,108.177873,113.125884,108.177873,110.412459,136763738
2017-11-14,110.731685,112.846561,110.452362,111.809075,84449909
2017-11-15,110.891298,112.926367,110.173039,111.250428,69036414
2017-11-16,110.811492,112.248011,109.694199,112.128301,67948860
2017-11-17,112.926367,117.714765,112.926367,117.235925,155197518
2017-11-20,117.235925,122.503162,116.078729,121.824805,130959008
2017-11-21,120.907029,124.897360,120.029156,121.146449,111984633
2017-11-22,121.864709,126.333879,121.864709,123.301228,97579050
2017-11-23,122.902195,124.219004,117.714765,119.709930,89079547
2017-11-24,120.707513,122.862291,118.233508,120.069060,81263787
2017-11-27,119.151284,119.510413,115.240759,119.231090,98541100
2017-11-28,117.555151,118.632541,115.320566,116.477762,61627096
2017-11-29,116.956602,118.472927,114.961436,117.954184,58019644
2017-11-30,116.996505,117.555151,114.682113,115.679696,50183802
2017-12-01,115.679696,116.158535,113.125884,114.163370,67577561
2017-12-04,113.445110,115.998922,113.405207,114.602306,41607547
2017-12-05,114.602306,118.073894,114.602306,117.674861,88452920
2017-12-06,117.116215,117.116215,113.764337,115.440276,55265542
2017-12-07,114.522500,115.998922,111.130718,112.726851,65215249
2017-12-08,112.208108,114.043660,111.370138,113.804240,52147804
2017-12-11,113.485014,115.719599,111.569655,115.440276,79743013
2017-12-12,114.522500,115.998922,113.046077,113.125884,55109715
2017-12-13,113.125884,114.841726,111.529751,114.123467,53615880
2017-12-14,113.844143,115.719599,113.524917,114.243177,52939187
2017-12-15,114.003757,114.123467,111.729268,111.968688,48806521
2017-12-18,112.128301,113.764337,111.928785,113.046077,37389497
2017-12-19,113.604724,117.714765,113.085981,117.156118,77123200
2017-12-20,117.355635,118.712347,116.038825,117.595055,55439985
2017-12-21,117.196021,119.709930,116.517665,118.273411,56738026
2017-12-22,117.754668,118.273411,116.358052,116.876795,44313847
2017-12-25,116.477762,119.590220,116.198439,116.876795,60107575
2017-12-26,116.597472,118.911864,116.557569,118.552734,61399980
2017-12-27,117.714765,118.832057,114.043660,114.761920,63393214
2017-12-28,114.722016,115.400373,113.524917,114.243177,42120227
2017-12-29,114.243177,115.879212,114.163370,115.799406,32904289
2018-01-02,115.799406,119.949350,115.799406,118.193604,67591307
2018-01-03,118.672444,121.625289,118.273411,119.590220,71850339
2018-01-04,120.827223,121.146449,117.315731,118.313314,51686593
2018-01-05,119.191187,120.707513,117.555151,120.108963,47990820
2018-01-08,119.390704,119.909447,116.956602,117.595055,65857890
2018-01-09,117.794571,119.350800,117.116215,118.792154,39867797
2018-01-10,118.353217,122.782485,118.033991,121.824805,79928286
2018-01-11,121.784902,124.298811,121.306062,123.381035,54074486
2018-01-12,124.179101,126.014653,123.780068,125.735330,48734315
2018-01-15,125.615620,129.286724,124.897360,127.451172,67314601
2018-01-16,126.892526,128.807885,125.855040,127.251656,65281903
2018-01-17,128.089625,132.119859,125.695426,126.453589,102654638
2018-01-18,128.089625,130.683340,128.089625,128.967498,81103971
2018-01-19,130.324210,133.077539,128.528562,129.526144,84132890
2018-01-22,128.408852,134.234735,128.289142,132.000149,94572955
2018-01-23,132.478989,136.349610,132.478989,135.870771,86899482
2018-01-24,136.668837,141.058201,133.476572,135.072704,117648367
2018-01-25,135.711157,135.751061,131.281890,133.316959,78904029
2018-01-26,132.439086,136.868353,132.439086,133.556379,70667394
2018-01-29,133.676088,135.990480,130.922760,131.601116,68492095
2018-01-30,131.281890,132.319376,129.326628,129.965081,36571313
2018-01-31,129.047305,135.631351,128.568465,135.431834,66479420
2018-02-01,135.870771,139.342359,135.072704,137.466903,69284961
2018-02-02,135.830867,137.985646,134.434251,137.666419,49473207
2018-02-05,134.992898,140.100521,134.873188,139.222649,74328591
2018-02-06,136.070287,138.424582,133.636185,138.145259,141691337
2018-02-07,137.985646,139.382262,128.089625,129.246821,150288262
2018-02-08,127.491075,129.206918,123.021905,124.817554,106982961
2018-02-09,121.026739,122.942098,114.123467,122.543065,132753969
2018-02-12,121.306062,122.263742,117.315731,119.909447,87696616
2018-02-13,121.226256,124.777650,121.106546,123.341131,79926773
2018-02-14,123.500744,125.575717,121.385869,125.176683,33494293
2018-02-22,127.211752,128.488658,124.418521,125.695426,67768109
2018-02-23,125.695426,128.089625,124.578134,126.812719,51500754
2018-02-26,127.251656,129.087208,124.618037,125.735330,71861812
2018-02-27,125.974750,126.293976,122.303645,123.181518,71533820
2018-02-28,121.226256,122.702678,119.749833,120.907029,53257706
2018-03-01,119.829640,123.141615,119.749833,121.306062,40276961
2018-03-02,120.188770,121.545482,119.789737,119.829640,33875997
2018-03-05,120.108963,122.024322,119.390704,120.308480,33620119
2018-03-06,121.266159,121.585386,117.674861,119.869543,61883656
2018-03-07,121.705095,124.019487,121.106546,122.782485,84233444
2018-03-08,123.101711,123.939681,121.345966,123.381035,40500723
2018-03-09,124.498327,125.695426,123.620454,124.298811,35510045
2018-03-12,125.456007,125.655523,122.902195,123.061808,58173696
2018-03-13,123.301228,125.216587,122.223839,122.622872,37374686
2018-03-14,121.984419,122.104129,120.547900,121.266159,26317599
2018-03-15,120.547900,122.423355,120.547900,121.784902,24195976
2018-03-16,121.984419,122.423355,120.108963,120.228673,36802429
2018-03-19,119.749833,122.662775,119.310897,122.543065,32273332
2018-03-20,121.904612,124.099294,121.744999,123.660358,38239459
2018-03-21,124.817554,126.892526,124.179101,124.737747,58514545
2018-03-22,124.817554,125.815136,121.944515,124.618037,44627524
2018-03-23,120.907029,121.306062,119.111380,120.946933,86642819
2018-03-26,120.747416,120.747416,114.722016,116.158535,90578029
2018-03-27,117.914281,118.472927,113.724434,114.602306,80543133
2018-03-28,113.325400,117.475345,112.726851,114.522500,78797873
2018-03-29,114.642210,118.871960,112.527334,116.956602,67949417
2018-03-30,117.196021,117.714765,115.639792,116.078729,35675322
2018-04-02,115.719599,118.153701,115.320566,115.759502,47738697
2018-04-03,115.160953,115.599889,113.923950,114.961436,30225398
2018-04-04,115.240759,116.796988,114.203273,114.761920,37782179
2018-04-09,115.160953,116.397955,114.283080,115.081146,27742411
2018-04-10,115.081146,120.986836,114.163370,120.867126,58601460
2018-04-11,121.066643,123.500744,119.909447,121.665192,56043306
2018-04-12,121.705095,121.705095,118.871960,119.430607,33767498
2018-04-13,119.909447,121.106546,117.794571,117.874378,26010873
2018-04-16,116.517665,116.557569,111.529751,112.168204,91462703
2018-04-17,112.726851,112.886464,110.053329,110.492265,61074971
2018-04-18,112.846561,113.125884,109.175456,112.287914,65977970
2018-04-19,112.447528,114.722016,111.809075,112.686947,42432862
2018-04-20,111.928785,112.726851,110.931202,112.567238,39799455
2018-04-23,111.449945,113.524917,111.370138,112.886464,30152180
2018-04-24,112.926367,117.714765,112.926367,115.160953,67026412
2018-04-25,115.160953,116.078729,114.163370,115.001339,25167546
2018-04-26,116.118632,116.996505,113.923950,114.921533,33960749
2018-04-27,115.320566,117.475345,113.085981,117.036408,57507932
2018-05-02,119.630123,120.108963,117.196021,117.954184,49057035
2018-05-03,117.076312,118.433024,114.722016,116.916698,32174138
2018-05-04,116.836892,116.876795,114.163370,114.682113,33769717
